headline,word1,word2,joke,label
丈夫被开除因忘关老虎笼子,忘关,笼子,丈夫：亲爱的，我被开除了，就为了一点小事，太不公平了！ 妻子：为什么呢？ 丈夫：昨天我忘了关老虎笼子，可他们也不想想，谁敢偷老虎呢！,1
姐姐只说神话，不讲人话,说,神话,姐从来不说人话，姐一直说的是神话。,1
童年街区观察被窗帘关闭,关上,窗帘,当我还是个小孩的时候，我们有一个很棒的街区观察......直到她关上窗帘。,0
老师驳斥上帝存在论,看到,上帝,老师：那是我的观点。我们看不到上帝，因为他不在那里。他不存在。,0
穷人也要有钱才幸福,得有,钱,穷不要紧，最重要的是得有钱。,1
网友吐槽长相似车祸现场,像,车祸,真的不想说你长的很像车祸现场。,1
男孩怀疑女人,怀疑,女人,男孩犹豫了一下，然后说，好吧，怀疑地看着那个女人。,0
课堂上狗的发音引发搞笑误会,喊,dog,英语课上，小张上课不专心，老师忽然提问：小张，狗怎么读？ 小张吓一跳边起立边喊了一声：到。 对了，dog（到），请坐下。,1
开电视能入睡，关电视反而睡不着,开,电视,失眠定律：就是开了电视睡得着，关了电视反而睡不着。,1
约会骑马引出季度消耗,骑马,季度,我最近约会，那家伙带我去骑马。这很有趣，直到我们用完了几个季度。,0
物理老师用阳光做折射实验被学生调侃,插入,阳光,肥胖的物理老师为使学生明白光线折射现象，做了个实验。她将玻璃杯装满水，问到：假设我是一道阳光，插入水中，结果怎样？ 一个学生回答：水溢出来了！,1
丈夫被误称为家教引发奇案,找,家教,一位拳击运动员的妻子在夜里被声响弄醒了，她看见卧室里站着一个贼。 她弄醒身边的丈夫，镇定地说：“起来吧，有人找你做家教。”,1
童子军协助路人穿越腿部,帮助,长椅,你正坐在公园的长椅上，一个童子军出现，帮助你穿过你的腿。,0
老师被误认教化学引发误会,教,化学,我：那是我们物理老师。同学：教什么的阿？ 我：化学。,1
犯人反向要求监禁两个月并索要一百块,监禁,一百,法官：依照本州的法律，判你监禁一个月；要是能交出一百美元，可以释放。 犯人：法官先生，能不能监禁两个月，你找我一百块钱？,1
孙子回赠红包祝婆婆快快长大,快快,长大,在新年里婆婆对孙子说：来我这，给你一个红包。祝你快快长大。 孙子把红包接过来高兴地说：谢谢婆婆，祝婆婆也快快长大。,1
警方决定犯罪后续,决定,犯罪,犯罪已经组织完毕。现在由警方决定。,0
物品归属争议引发对峙,别动,我的,是我的，你别动，不是我的，你也给我放那。,1
老人享受平静晚年,享受,安宁,这位老人在余下的日子里享受着平静与安宁。,0
荒谬言论引发暴行,相信,暴行,那些能让你相信荒谬的人会让你犯下暴行。,0
妈妈夸孩子贤惠，实则闲得无事,夸,贤惠,妈妈夸我贤惠，闲的什么都不会。,1
学生玩手机却不忘看书引热议,玩,手机,指着成绩好的学生道：“你看，别人玩手机都不忘看书！”,1
宇宙竟被简化为一句反讽,解释,复杂,宇宙很简单 - 这是一个复杂的解释。,1
男子质疑女性欣赏帅哥被讽为龌龊思想,欣赏,美女,男：我就不明白了，为什么你能看帅哥，我就不能欣赏美女？ 女：我欣赏帅哥叫观赏美好的事物，而你那是满足心中龌龊的思想。,1
年龄增长带来智慧却也带来死亡,增长,智慧,智慧伴随着年龄的增长。死亡伴随着年龄的增长 因此，智慧是危险的。,1
猪屁周围肉皆为猪肉引热议,认为,猪肉,当有人问我想什么时，我告诉他们：“我认为猪屁周围的所有肉都是猪肉。”,0
穷人家打车，成绩好留级两年,打的,留级,由于我们家里穷所以出门从来就打的，由于我的成绩太好所以老师多留了我二年。,1
村女赞草浪 都市青年称舞女身着草更够味,身着,草,村女：“那田野间成波浪起伏的草，是多么可爱啊!” 都市青年：“舞女身上的草，那才更够味呢!”,1
克服障碍需聚焦目标,聚焦,目标,障碍是当你把目光从目标上移开时你看到的那些可怕的东西。,0
专家称人可能真是多余的,以为,多余,你以为你是多余的，其实吧，你还真是多余的！,1
妻子一巴掌后吐槽丈夫睡觉姿势,打,姿势,老婆一巴掌打老公脸上，火辣辣啊！ 正当老公无比愤怒和迷茫的看着她时， 老婆来了句：“你睡觉撅着嘴的样子好欠揍啊！”,1
程序运行即过时,运行,程序,任何给定的计算机程序，如果运行，都是过时的。,0
跳舞像木头引发网友调侃,跳舞,木头,“我估计你在水中游泳有极好的先决条件，不会淹死。” “这话怎讲？” “你的女朋友对我们说，你跳舞的时候像块木头。”,1
职员说不好领导,说,不好,经理：你对领导有什么意见？ 职员：不好说。 经理：尽管说。 职员：不说好。 经理：不必顾虑，尽管说。 职员：说不好。,1
布什夜遇拉登竟被嘲讽用飘柔,甩,胡子,深夜布什看到拉登站立在自己床前，批头散发，布什大惊说：你好大胆，敢夜闯白宫！ 拉登甩了甩齐胸的胡子，阴森地笑了，说：飘柔，就是这样自信！,1
寻找合适灯泡,寻找,灯泡,只有一个，但在找到合适的灯泡之前，他会经过一整箱灯泡。,0
丈夫问妻子为何说他酷，妻子揭秘‘酷’的真正含义,说,酷,夫问妻：我的长相不怎么样，可你为什么还经常说我酷毙了？ 妻：我说你酷毙了用的是简称，全称是:长相太残酷应该拉出去毙。,1
狼穿羊皮衣需专业援助,需要,羊皮,穿羊皮衣服的狼需要专业的帮助。,1
网友吐槽讨厌修辞问题,讨厌,问题,你知道我讨厌什么吗？我讨厌修辞问题。,1
男友避谈女友母亲话题,避开,母亲,男：在和女朋友一起出去的时候尽量不去接她妈。,1
员工送杯喊涨薪，老板回击写‘滚蛋’,放,杯子,公司一同事买了个杯子，上面印着“我要涨工资”，每每开会都要把这几个字朝着老板的方向放。 终于有一天，老板也买了杯子，上面写着“滚蛋”！,1
夫妻抢胳膊引发禅宗梗,抢,胳膊,昨天晚上睡觉，跟老公抢他的胳膊，老公抵死不从！ 老婆急了，就冒出了一句：老衲，你就从了师太吧！ 老公笑到手软，于是老婆得逞。,1
耶鲁大学揭秘馆际互借使用难题,使用,馆际互借,你可能永远不会在耶鲁使用两个词：'馆际互借'。,0
边缘住户需系安全带,系,安全带,如果你住在边缘，一定要系好安全带。,1
拖延成瘾者收到账单震惊,拿到,账单,拖延就像一张信用卡。直到你拿到账单，这很有趣。,1
网友因名字引发热议：Rain小名叫润土,叫,Rain,我的名字叫Rain，小名叫润土。,1
攀登者未达顶峰,越过,山峰,我不能越过山！我还没去过顶峰！,0
麦当劳竟无薯片引顾客吐槽,说,薯片,上次去麦当劳，对营业员说：来一包薯片，人家说没有。我说，什么店啊连薯片都没有，说完转身就走了。,1
站算数有人坐下来,站起来,坐下来,如果你站起来算数，有人会坐下来。,1
修理工自称专修飞机和手表,修,汽车,在汽车修理车间，修理工不会修，气的车间主任骂他：你都会修什么啊？ 修理工答：大修飞机小修表，就是汽车修不了,1
手术室医生全员戴面罩引发患者疑问,戴,面罩,病患者被推进手术室，看到所有的医生、护士都戴着面罩。 病紧张地问道：“你们为什么都要戴面罩做手术？” 医生“万一出了差，你谁也认不出啊。”,1
父亲称狗为儿子，却叫儿子小兔崽子,叫,儿子,管儿子叫“小兔崽子”，管宠物狗叫儿子。,1
同事打麻将谁是地主被朋友质疑,问,地主,和同事打麻将进行中。。。。 一朋友围观十多分钟后，问道，你们谁是地主啊？,1
反对者情绪激动并错误推理,激动,推理,不同意你的事实的人总是情绪激动，并采用错误的推理。,0
猫价暴涨因吃鹦鹉,吃,猫,在市场上，一位顾客问：喂！这只猫多少钱？ 先生，１００法郎。 可昨天您只要２０法郎。 因为今天早晨它吃了我家一只价值８０法郎的鹦鹉。,1
记忆误报男子结婚纪念日,告诉,纪念日,记忆是告诉男人他昨天的结婚纪念日。,1
上帝试探信仰以显信实,试探,信仰,上帝试探我们的信仰，以便我们可以尝试他的信实。,0
情侣变夫妻 电影票引笑谈,带,姑娘,电影院的售票员对一位观众说：您平常都是带一个姑娘来看电影的，今天为什么只要一张票？你的女朋友呢？ 您不知道，我们俩结婚了。,1
孩子误认老天爷回家,大叫,老天爷,一天，孩子突然问妈妈小孩儿是怎么来的，妈妈便说小孩儿是老天爷给的。 不久，爸爸下班回家，刚走到门口，孩子便大叫：“妈妈！妈妈！老天爷回来啦！”,1
厕所男人时间被污染,放下,手表,在厕所里放下手表的男人一定会有肮脏的时间。,1
185男友被母亲质疑颜值,看上,男朋友,本人155，男朋友185，我妈还不知道我谈恋爱了。 今天跟我妈谈论到我男朋友， 我妈惊讶的看着我说：“人家185的能看上你？看得见你就不错了。”,1
女佣误将冰箱清理当美食,清理,冰箱,女主人从外面回来，问新来的女佣：你有没有照我的吩咐，把冰箱清理干净？ 清理过了，太太。女佣回答，每样东西都很好吃哩！,1
不会修笔记本的人遭遇了什么,学会,笔记本,提醒大家要学会修自己的笔记本，这是很重要的！从前有个人，他不会修自己的笔记本，后来的事情大家都知道了。,1
拖延症患者最爱逃避不愉快任务,拖延,任务,我拖延，特别是当任务不愉快时。,1
统计学家永生，仅按性别年龄分解,分解,年龄,旧统计学家永远不会死。他们只是按年龄和性别分解。,1
有人分享蜜蜂与荨麻疹数量,拥有,蜜蜂,有人说：我有七十只蜜蜂，七只荨麻疹，你呢？,0
电影劝人勿看引热议,看看,电影,去看看那部电影，亲自看看为什么你不应该看到它。,1
有人明智，有人明智,是,明智,有些人是明智的，有些人是明智的。,1
项目中小程序欲离职,想要,小程序,在每个大型项目中都是一个努力想要离开的小程序。,1
人是否优柔寡断引发争议,认为,断定,我以前认为我是优柔寡断的，但现在我不太确定。,1
男子二选一竟选兄弟媳妇引发热议,选择,媳妇,A：“你兄弟和你媳妇，二选一你选择哪个？” B：“我选择兄弟媳妇。” A：“……”,1
女生挑男式钱包引热议,挑,钱包,两个女孩在商店里。其中之一在挑男式钱包。 她的女伴对她说：“别挑这个！结了婚的男人要这么大的钱包干吗！”,1
幼童因放屁拒上学,放,屁,侄子不到六岁，一日忽对妈妈说：“我不想去上学了！” 妈妈问：“为什么？” 侄子答：“今天在老师的办公室放了个响屁。”,1
兄弟刮胡子纪录打破,刮,胡子,托尼：我哥哥每天刮一次胡子。 索亚：那不算什么，我哥哥每天刮50次胡子。 托尼：你吹牛。 索亚：我不吹牛，我哥哥是理发师。,1
农户喂鸡竟留遗书称吃老鼠药,吃,鸡,一农户明天杀鸡，晚上喂鸡时说：快吃吧，这是你最后一顿！第二日见鸡已躺倒并留遗书：爷已吃老鼠药，你们也别想吃爷，爷他妈也不是好惹的~！,1
丈夫称吃剩菜为打加时赛惹妻子不满,叫做,剩菜,足球运动员的妻子说：我最讨厌我丈夫把吃剩菜叫做打加时赛。,1
戒烟者完成千次尝试,完成,吸烟,戒烟很容易。我应该知道，我已经完成了一千次。,1
男生脑袋像陀螺引热议,弄得,陀螺,迪利：你的脑袋像陀螺。 约翰：这是为什么？ 迪利：因为任何姑娘都能把它弄得团团转。,1
特雷弗性格甜美却存信任问题,甜美,信任,特雷弗 - 甜美有趣但有时不值得信任。,0
婚前财产协议成情感考验,签,面子,抹不开面子签婚前财产，不说明你重感情，只说明你净资产数额还不到位。,1
孩子反向理解‘吸取教训’引发家庭笑谈,吸取,错误,父：你怎么老是犯错误，你应该从错误中吸取教训。 儿：这我当然知道！ 父：那你还总犯错误？ 儿：是为了吸取更多的教训呀！,1
填写申请表接近完美,填写,申请表,一个人最接近完美的是他填写工作申请表。,0
硬盘大小影响设备运行速度,购买,硬盘,您购买它的那天硬盘越大，它看起来就越快。,0
酒后丈夫审妻被呛住,指着,谦虚,老刘胆小、嘴笨。一日酒后仗胆审妻，妻抵赖说：只有一次。 老刘指着妻气愤说：你……你……你谦虚！,1
男子称朋友用大砍刀站身后,站,砍刀,我当然有朋友！我有杰瑞，他是那个用大砍刀站在你身后的人。,1
历史考题成笑柄：巴黎公社失败因没学大寨,学,大寨,文革结束后，全国恢复了统一招考。一次考历史，出了一道题： 巴黎公社为什么失败? 有学生答：因为没有学大寨。,1
私语揭示真实评价,揭示,私语,这不是他们对你的评价，而是他们的私语。,0
孩子问妈妈孵化蛋壳大小引热议,孵化,蛋壳,明明看电视，在看到小鸡孵化的过程后，突然疑惑地问妈妈：“妈妈，你孵化我的时候，蛋壳会有多大啊？”,1
地毯难以保持平坦,保持,地毯,没有地毯可以长时间保持其自然平坦的状态。,0
肯尼思满足任何要求,满足,要求,肯尼思 - 非常，非常......你想要他做的任何事情。,0
金钱无法带来幸福,要求,证明,我所要求的只是一个证明金钱不能带来幸福的机会。,1
谁对感情如人民币般坚定,像,人民币,谁对我的感情能像对人民币那样的坚定啊？,1
老处女梦中求婚反被接受,接受,求婚,一个老处女向新交的男朋友说：昨天晚上，我梦见你向我求婚。 你是如何表示的？ 我接受你的求婚。,1
男子丢失啤酒瓶牙齿引热议,丢失,牙齿,你丢失了至少一颗开口啤酒瓶的牙齿。,1
四人同时精神分裂被质疑,分裂,精神,你是精神分裂症吗？哎呀，这让我们四个人！,1
物理课教室难找,找到,教室,我参加了一个很难找到教室的物理课程。,1
已婚男人应忘错 两人记事无用,忘记,错误,已婚男人应该忘记自己的错误;两个人记住同样的事情是没有用的。,1
双关语被禁引热议,禁止,双关,如果双关语被禁止，只有不法之徒才会有双关语！,1
女孩为何痴迷灰姑娘故事？母亲一语道破梦想本质,喜欢,梦想,我问我娘，为什么女孩子都这么喜欢灰姑娘的故事？ 老娘拿一句话就把我打发了：废话，不劳而获是每个人的梦想~,1
吊扇开动时别扔棒球,扔,棒球,当吊扇打开时，你不应该扔棒球。,1
情侣吵架因‘圈养’与‘放养’分歧,圈养,放养,女：“周未我们出去玩吧。” 男：“没钱。” 女：“你不是说养我吗？带我出去玩都不愿意。” 男：“我只圈养，不放养。”,1
质疑流血五天不死的说法,相信,流血,我不相信任何流血五天而且不会死的东西。,0
单身人士年度自嘲流行,光棍,有主,上联：去年光棍，今年光棍，明年好像还是光棍。 下联：同事有主，同学有主，同龄似乎全都有主。 横批：我是单身。,1
考生填‘大二大三’被老师盯上,填,大学,一哥们考试，一道题让填古代的“四书”。 刚看到邻桌的写了个“大学”，监考老师就盯上他了。 没办法，其余三个只好填“大二，大三，大四”。,1
兔子在树上制造阴影,制造,阴影,有一天，当我走过树林时，我看到一只兔子站在一根蜡烛前，在树上制造阴影。,0
医生误称布朗小姐带来坏消息,告诉,小姐,医生：布朗太太，我要告诉你一个好消息。 布朗：好消息？那太好了！但是您应该说布朗小姐，不是布朗太太。 医生：布朗小姐，我要告诉你一个坏消息。,1
夫妻吐槽看眼问题引打靶梗,看,眼睛,女：你每次看我怎么都用一只眼睛呢？ 男：你不知道？这样看比较清楚。 女：为什么？ 男：很简单，我们打靶时还不都用一只眼睛瞄准？,1
学生调侃香蕉皮归属问题,吃,香蕉皮,老师问：地上的香蕉皮是谁吃的…… 我：老师，香蕉我吃的，皮谁吃的不知道……,1
她吻你一分钟,吻,分钟,她会吻你一分钟，然后转过头来。,0
守时无法分享引发社会热议,拥有,守时,守时是一种东西，如果你拥有它，通常没有人可以与你分享。,1
德国人姓魏引热议,为什么,姓魏,德友人魏特茂，娶了中国太太。某日遇一老翁，两人寒暄起来。 老翁：您贵姓？ 德佬：我姓魏。 老翁：魏什么？ 德佬：为什么？姓魏也要为什么？,1
男子街头躲进酒吧引发热议,躲,酒吧,两名男子走在街上。一个人走进酒吧......聪明的人躲了起来！,1
医生建议运动减肥，患者吐槽妻子说话多却下垂,说个,下巴,医生：消除你多余脂肪的惟一方法便是运动尽量地运动。 甲：胡说！我太太每天都说个不停，可是她的下巴却一直是两层的。,1
教师改姓引发学生晕倒,改,姓,一名教师来到班里对同学们说：我姓李，以后你们就叫我王老师好了！ 全班晕倒一大片……,1
放射性猫引发科学争议,变得,半衰期,如果一只猫变得具有放射性，它现在会有18个半衰期吗？,1
人们宁愿死也不愿思考,宁愿,思考,大多数人宁愿死也不愿意思考; 事实上，他们这样做了。,1
代表重要性决定人生走向,确保,代表,确保你代表什么，否则你可能会因任何事情而堕落。,0
孩子被称傻引发热议,说,傻,傻孩子，怎么会有人说你傻呢？,1
男子被孩子追问电话号码原因,拿起,电话,米勒先生的电话铃想起，他去接听。 一个小孩的声音在电话的另一头问：你的号码是不是694136？ 不是。米勒先生回答。 那你为什么拿起电话听筒？孩子问。,1
邻居投诉乱扔脏物，住户笑称要洗净再扔,扔,脏物,楼下邻居投诉我乱扔脏东西，真是搞笑，难道我要洗干净再扔吗？,1
水至清则无鱼：社会极端清廉反而无人追随,至,鱼,水至清则无鱼，人至贱则无敌！,1
简化方式一到十二,简化,方式,更简单，更柔和的方式是一到十二。,0
有人故意传播废话被质疑,传播,废话,这些人是愚蠢的，还是故意传播他们的废话？,0
门卫互换值班引笑料,拉,肚子,张三和李四都是门卫，中午张三来值班，换李四吃饭。 张三突然说：你先等等，我要拉肚子！ 李四答：那你快去拉，拉完了我好去吃。,1
癞蛤蟆称雌者最美,称,雌蛤蟆,你问雄癞蛤蟆什么最美，他的回答一定是雌癞蛤蟆。不用怀疑他的欣赏水平，只是所处的环境不同。,1
引领与跟随走出困境,走出,困境,无论是领导还是跟随，或者让他们走出困境。,0
与自己结盟成为新希望,结盟,自己,由于未能征服自己，现在最好的希望是与自己结盟。,0
人生如打电话，谁先挂谁输,挂,电话,人生就像打电话，不是你先挂，就是我先挂。,1
记忆被遗忘的诡异现象,放,脑海,把它放在你的脑海里。很快，它将成为一个被遗忘的记忆。,1
网友分享不开心事引发共鸣,说出来,开心,你有什么不开心的事? 说出来让大家开心一下.,1
阳光下行走无法抵达目的地,行走,阳光,仅在阳光明媚的日子行走是永远不会到达目的地。,0
网友半夜上网狂嗨后失眠服安眠药,上网,安眠药,半夜上网，去歌厅、舞厅，困了不睡觉。之后失眠，再吃安眠药。,1
沃尔玛降价却无免费商品,降价,免费,如果沃尔玛每天都在降价，那么为什么没有什么是免费的呢？,1
狗主引领生命远离家具,引领,家具,你一直在引领着狗的生命。远离家具。,1
解放军匍匐前进被比作绿色青虫,匍匐,青虫,解放军叔叔一个个匍匐前进，就像一条条绿色的青虫在地上蠕动。,1
弟弟把花盆当牙签用,当,牙签,我问，之前那盆呢？ 阿姨幽幽的说：被你弟当牙签用完了。,1
每个行动都有相反批评,批评,行动,哈里森的假设：对于每一个行动都有一个平等和相反的批评。,0
三名男子来自全球不同地区,来自,地区,有来自世界不同地区的3名男子。,0
兄弟跑赢妹妹化解勒索危机,跑得,你,妹妹：哥，如果有不良少年勒索我们，怎么办？ 小新：跑呀！ 妹妹：你跑得赢他们吗？ 小新：我只要跑得赢你就行了,1
食物为何普遍使用塑料包装,使用,塑料,为什么这么多食物都用塑料包装？这太不可思议了。,0
美女邀约却无人应门,敲门,家里,有个美女给我发短信，说：今晚来我家吧，我家没人。 于是我去敲门，敲了一小时，果然没人。,1
鹦鹉模仿被诉侵权,模仿,原声,鹦鹉：非法模仿，混淆原声，被告侵权。,1
单音节词是否应更短,应该,单音节,“单音节”不应该有一个较短的单词吗？,0
会计师不懂价值只知成本,知道,价值,会计师：他们知道所有东西的成本，却不知道这些东西的价值。,1
鹿穿越黄色路标引热议,穿过,路标,他们如何让鹿在黄色路标上穿过？,1
雨夜结拜兄弟引热议,结拜,兄弟,小时候的一个雨夜，哥哥和弟弟在床上聊天，越聊越亲，我俩感觉应该更亲近一些，然后我俩就结拜成把兄弟了……,1
猪成胖人代名词引热议,成为,猪,猪是一种动物，但是它也是胖人的代名词！,1
对话被括号屏蔽，真相藏在括号里,听不到,括号,如果你听不到我的话，那是因为我在括号里。,1
受骗与学历职业无关,上当,教育,上当受骗与受教育程度和职业没有直接的联系。,1
审查员自曝知识超预期,知道,人,审查员 - 一个比他认为你应该知道更多的人。,1
幼儿园男孩拒女帮搭积木,拒绝,积木,幼儿园里，有个小男孩在搭积木，总是不成功，旁边有个小女孩友好的说：“我来帮你吧。” 小男孩听后一脸不屑的转过头说：“去！男人的事情女人不要管。”,1
网友吐槽被误解为荡秋千,上吊,荡秋千,哥难过的都要上吊了，你还以为哥在荡秋千。,1
运动会喊口号变味成糖醋萝卜,喊,萝卜,学校开运动会，老师临时通知喊口号团结紧张，严肃活泼。 体育委员口吃，阅队是集体喊成团结紧张，糖醋罗卜。,1
丈夫记反规则被妻子怒斥,记反,两瓶,深夜两点，醉醺醺的丈夫才回家。 妻子怒：我一再告诉你，喝酒不能超过两瓶，回家不能超过十点，你敢不听我的？！ 丈夫：我记反了。,1
男友为烟花浇水惹笑，情人节浪漫变荒诞,浇水,烟花,情人节买了好多烟花， 为了让女朋友看到绽放的美丽， 我每天都坚持给烟花浇水。,1
法语单词揭秘自助餐的真实含义,动手,早餐,自助餐。一个法语单词，意思是：起床并自己动手！,1
家长唱摇篮曲被邻居劝让孩子哭,唱,孩子,凌晨，宝宝醒了一直哭，搞的我们都睡不着。老婆让我唱摇篮曲先哄孩子睡着，无耐，只能唱了。 过了不久，邻居过来了，说了句，你还是让他哭吧。,1
警惕虚假信息,阅读,内容,如果您相信您阅读的所有内容，请不要阅读。,0
手机握持影响驾驶表现,开,手机,如果你把手机放在你的手上，你觉得你可以开得更好吗？,0
咖啡巧克力揭示男性财富新趋势,揭示,财富,咖啡，巧克力，男人......有些东西更富有。,0
贪吃被指过分引发热议,贪吃,界限,贪吃没什么不对，只要你不过分。,1
南方乡村幽默网站上线,欢迎,网站,欢迎来到南方最好的'乡村幽默'网站！,0
人徘徊于牛A与牛C之间,徘徊,牛C,做人就要做一个徘徊在牛A和牛C之间的人。,1
伪君子颠倒黑白的真相,说成,灰的,胆小的伪君子把白说成灰的；胆大的伪君子把黑的说成灰的。颠倒黑白最成功的不是颠倒黑白，而是没有黑白。,1
数据驱动阅读新体验,给,阅读,数据，给我一个阅读。它似乎是一个标语。,0
幸福女人传记成最薄书籍,成为,传记,什么是世界上最薄的书？幸福女人的传记。,1
结婚三天夫妻爆发冲突,打了,忍耐,女：为什么结婚前你对我百依百顺，可结婚才三天，你竟跟我打了两天半的架。 男：因为我的忍耐是有限度的。,1
微软成问题而非答案,不是,答案,微软不是答案。微软是个问题。'不'就是答案。,0
信件中的舌头用途引人遐想,做些什么,一封信,如果你写了一封信，也许你会用舌头做些什么？,0
名花有主仍移花接木,移,花,即使你已经名花有主，我也要试着移花接木。,1
论证显示两人在场,证明,在场,在大多数情况下，所有论证都证明有两个人在场。,0
孩子行为颠覆遗传观念,相信,傻瓜,每个人都相信遗传，直到他们的孩子像傻瓜一样行事。,1
预言家自尽未遂引热议,预言,自尽,一个外国预言家还是哲学家，预言自己到了未来某一天会死，结果到了那一天还没动静，他自尽了。,1
情侣互爱引发荒诞事件,挂在,巴尼,我爱你，你爱我，让我把巴尼挂在树上。,0
学生画天坛被误认成生日蛋糕,夸,蛋糕,妈妈带儿子到天坛游园，回来之后正在学绘画的他，就把天坛画了出来交给了老师。 结果老师在课上连连夸道：“小明同学画的生日蛋糕真不错，我贴出来大家好好欣赏欣赏。”,1
截止日期临近，剩余工作加速完成,完成,工作,随着截止日期的临近，为了达到目标而完成的剩余工作也会增加。,0
自负者陷入车辙困境,陷入,车辙,一个自负的人认为，当他真的处于一个车辙时，他正陷入困境。,0
邻居借盐被调侃舔盐,要求,盐,我去了邻居家，并要求借一杯盐。“你在做什么？” “盐舔。”,0
课堂上学生反问：宽恕前应先犯罪,应该,犯罪,宗教课上，女教师问小学生：孩子们，现在谁能告诉我，在我们预计会得到宽恕之前，我们应该干什么？ 一个学生站起来说：我们首先应该犯罪。,1
牙签误喊公交停运,喊,公交车,"一天，一牙签和女朋友在路上散步，看见一刺猥。 连忙说了句：“公交车,停一下!” 刺猥说：“对不起，车上乘客满了，你们坐下一趟吧。”",1
中文中危机与机会表述相同,解读,机会,在中文里，为什么危机和机会的话语是一样的？,0
家人聆听专家意见,聆听,意见,病人的家人聚集在一起听取专家们的意见。,0
艰难中寻求进展,寻求,进展,当事情变得艰难时，艰难的进展。,0
以色列唯一鸡成汤料引热议,成为,鸡,关于以色列唯一的鸡是他们的汤。,1
死亡后是否还会累？网友热议,死了,累,人都死了应该不会累吧，没死过不知道，一个猜想不一定对。,1
用户购买班卓琴无附加条件,购买,班卓琴,我买了班卓琴，没有任何附加条件。或者：我买了一个网球拍，没有任何附加条件。,0
自称世界最大权威,自称,权威,根据我自己的看法，我是世界上最大的权威。,0
雅典集会因身份错位沦为暴民,成为,暴民,如果每个雅典娜公民都是苏格拉底人，那么每个雅典集会都会成为暴民。,1
邻居竟知晓我姓氏引热议,知道,姓氏,和对面那户人家住在一个单元十几年了，昨天发现，他居然知道我姓什么。,1
马驴对话揭生活困境,拉磨,飘零,马对驴说：“别以为找了个家就了不起，还不是个拉磨的？” 驴对马说：“风里来雨里去独自飘零，你说活着有啥意思？”,1
硬件人员会照顾简单任务,照顾,硬件,如果它很容易，硬件人员会照顾它。,0
取悦所有人反成众叛亲离,取悦,所有人,如果你试图取悦所有人，没有人会喜欢它。,1
男人让女人高兴却引发悲惨事件,让,女人,当我能让很多女人高兴的时候，为什么我会让一个女人如此悲惨？,1
灵魂书写永恒不灭,写下,灵魂,墨水干涸，纸张烧伤，但灵魂中写下的东西将持续永恒。,0
为爱付出却遭索财,付出,生命,他：为了你，我可以付出我的生命。 她：亲爱的，在你死之前请把你的钱全部给我。,1
前妻相亲成灾难,相亲,前妻,你知道，与你的前妻相亲是一个糟糕的日子。,1
年轻人夸大 老人假装,夸大,假装,年轻人可能会夸大其词，但老人们假装。,1
光明后为何称天黑后,称,天黑,当它真的是“光明之后”时，为什么称它为“天黑以后”？,1
情人过情人节，敌人过清明节,过,节日,有情人的过情人节，有敌人的过清明节。,1
别人看衣领，妻子看口袋,关注,口袋,上衣是否干净，别人关注的是衣领，妻子却关注口袋。,1
学生要求新科目认知,要求,科目,学生要求这些，并吞下它们，并对这些科目有新的认识。,0
餐厅肉卷暗藏玄机，顾客被警告不要食用,不要,肉卷,阿呆来到餐厅：给我一份肉卷、一些面包和一句好话。 服务生送来肉卷和面包时，阿呆问：我要的好话呢？ 服务生低声道：不要吃这份肉卷！,1
拍照变丑？真相是像素变高了,变,像素,向同事倾诉，我以前拍照挺好看的，现在怎么越拍越丑了啊？ 同事淡淡地说：现在的像素越来越高了。,1
新婚夫妇亲嘴被孩子误听成比嘴大小,比,嘴,一天晚上，有一对新婚夫在亲嘴被6岁小舅子看到了，小舅子不知是怎么回事，就跑着去问他娘：姐姐和姐夫他们在干什么？ 他娘就说：他们在比谁的嘴更大！,1
早逝者愿清晨停止心跳以省上班时间,停止,心跳,如果我英年早逝，我更愿意在早上停止心跳，因为这样就少上一天班。,1
枪决变掐死：哑弹三次犯人求活,掐死,哑弹,一人被执行枪决。 第一枪哑弹，第一枪哑弹，第三枪还是哑弹。 犯人哆嗦地抓着刑警的裤腿说：“大哥，你行行好，掐死我吧！太吓人了！”,1
老农见天安门大失所望：不发光是假货,看见,天安门,一老农向往北京天an门久矣，但只在宣传画上见过。n年后，终有缘一见，却大失所望：假货！怎么不发光呢？,1
孙悟空周末不上班引祖孙对话,听到,上班,某天走路上，听到一对祖孙对话。 孙子：奶奶，为什么这两天没有演西游记了。 奶奶：今天周六啊，孙悟空周末不上班。 孙子听后，若有所思的点了点头。,1
学生镜中喊兽类回应,照,哞,很多年前的了。 一同学摆弄小镜子，我前去观望。 那哥们兀地把镜子举过头顶，对我照下来：孽畜，还不速现原形。 我脑残的回了句：哞。,1
顾客误认云计算为天象现象,掏出,云计算,顾客大为惊讶，纷纷掏出计算器验证，皆无误，也抬头望天，惊恐地问：“这就是云计算？”,1
她否认优柔寡断,否认,优柔,我不是......不，我......不，我不是。你觉得我优柔寡断吗？,0
上帝在看我们，只能娱乐,娱乐,上帝,如果上帝在看着我们，我们至少可以做的就是娱乐。,1
穿过狗群险被撕伤,穿过,手臂,当你穿过牧羊犬和比特犬时你会得到什么？一条撕开你手臂的狗然后去寻求帮助！,1
男子喂狗饼干,喂,饼干,所以那个男人从口袋里掏出一些饼干喂给狗。,0
