headline,word1,word2,joke
办公室王姐穿高跟鞋引发性别调侃,穿,高跟鞋,我最讨厌办公室的王姐，一米七五的个子还穿高跟鞋，害得我每次跟她站在一起时，别人都说：“女人的一半是男人……”
朋友探测器搜索失败,搜索,朋友,朋友搜索：朋友探测器激活...校准完成，现在搜索.....仍在搜索....仍在搜索......对不起，没有找到朋友。
马桶自动降解引热议,自动,降解,我院全自动马桶上完厕所不用冲两百年后会自动降解。
小偷偷珍珠却担心是真货,担心,珍珠,当你在偷珍珠时，你不会感到不安吗？审问官很严厉地询问小偷。 会呀！我实在很担心这条珍珠项链，是不是真货。
长寿者皆能经历奇事,活得,久,只要活得够久啥都有可能。
孩子揭秘奥利奥舔边真相,舔,奥利奥,一天，儿子兴奋地对爸爸说：“我终于知道为什么吃奥利奥会先舔一下了！” 爸爸问：“为什么呀？” 儿子说：“ 因为那样就没人会和你抢了”
尖头不等于敏锐,是,头,只是因为你的头是尖的，这并不意味着你很敏锐。
美国从野蛮到堕落的惊人转变,从,堕落,美国是历史上唯一一个奇迹般地从野蛮到堕落的国家，没有通常的文明间隔。
挂QQ成下班后孤独标配,挂,QQ,这年头还整天挂QQ的人，除了上班没事做，就是下班没人爱的人。
学生造句搞笑：烂泥巴遍布全球,遍布,烂泥巴,语文课时，老师要学生以“遍布全球”造句。 小明写道：“我们在操场踢足球，不小心踢进了水沟里，结果烂泥巴遍布全球”。
夫妻吵架闹钟胜过妻子,叫,闹钟,妻：你说娶我不如买个闹钟。 夫：闹钟可以叫它停，你却不能。
膝盖向后椅子会怎样,向后,椅子,如果膝盖向后，椅子会是什么样子？
情侣选择相忘于江湖,相忘,江湖,与其相濡以沫，不如相忘于江湖。
书店误寄宗教书籍引笑料,寄,人,一位书店老板向雅加达的一家出版社拍了一份电报：请速寄一批《信奉上帝的人》来。 第二天，他收到回电：雅加达没有信奉上帝的人，据悉马尼拉也没有，请与新加坡联系。
男子质疑女性欣赏帅哥被讽为龌龊思想,欣赏,美女,男：我就不明白了，为什么你能看帅哥，我就不能欣赏美女？ 女：我欣赏帅哥叫观赏美好的事物，而你那是满足心中龌龊的思想。
网友吐槽看孩子饥饿画面却想瘦,喜欢,瘦子,每当我看电视，看到世界各地那些饥肠辘辘的孩子，我都忍不住哭了。我的意思是，我喜欢像那样瘦，但不喜欢那些苍蝇，死亡和东西。
师兄揭秘：硬盘防漏原理源于BBS灌水,灌水,硬盘,我做水下换能器时要用到防水密封胶，问之于师兄，他说最好问问昆腾或者希捷。我大奇，它们和密封胶有什么关系？ 师兄慢条斯理地说：BBS上天天有人灌水，可没见硬盘漏过。我晕。
情侣误称硬座为硬站引笑校园,称,硬座,校园里听到一对小情侣的对话， 女问男：“亲爱的，我们买的硬卧还是硬座啊？” 男说：“硬站！！！”
课堂点名竟成扣分陷阱,漏点,学生,下课点名，如果没来期末成绩将被扣掉50分！念到一兄弟时不知怎么就跳了过去，于是他大喊一声：老师，你漏点了！ 年逾花甲的老教师低头看看了说：没有啊！
人人出生原创，却沦为盗版,变成,盗版,每个人出生的时候都是原创，可悲的是，很多人渐渐都成了盗版！
丈夫称外遇是逢场作戏，妻子怒斥是连续剧,演,连续剧,一对夫妇因为丈夫的外遇问题而争吵起来，丈夫辩称他不过是逢场作戏。但他的妻子毫不放松，厉声道：“可你演的是连续剧呀！”
学生吐槽日常上课烦恼,不想,上课,“方才与室友小白畅聊平日点滴，私心想着若是每日都能有如此闲暇，那对于平日难得休憩的本宫，定是极好的。” “说人话！” “我不想上课。”
男子用唯物主义说服女鬼相信自己不存在,解释,女鬼,碰到女鬼，我花了一个小时解释唯物主义，让她相信自己不存在。
网友调侃用压缩程序压死病毒被雷人回复饿死电脑,压死,病毒,有人发贴：“请问如果我没有杀毒程序，可以用压缩程序把病毒压死吗？” 雷人回复：“最好是在把电脑关一阵子，把它饿死。”
中年男人祈祷电话不适合自己,祈祷,电话,星期六晚上电话响了，你已经到了中年，你祈祷它不适合你。
人们集体头脑爆炸,爆炸,头脑,你想让人们头脑爆炸吗？当然！大家都这样做！
公鸡吐槽母鸡婚姻陷阱,下来,寡妇,农夫要杀公鸡却逮不着，于是抓起母鸡对公鸡说：“再不下来让你当光棍儿！” 公鸡：“你他妈以为我傻呀，我下去她就成寡妇了……”
情人节妻子喂奶引笑料,喂奶,小青年,年初老婆生个儿子，请了几个月的假在家看孩子。 情人节那天我上班无聊，上QQ问老婆：“情人节没和小青年聊天么？” 老婆回：“在给小青年喂奶。”
方舟子韩寒互怼学术与创作真相,代写,取经,方舟子：你没有上过大学，但你的书里却有那么多大学生活，肯定是找大学生代写的。 韩寒：吴承恩去西天取过经吗？
猫无法施洗引热议,努力,施洗,无论你怎么努力，都无法给猫施洗。
丈夫踩被子被老婆怒拍,踩,被子,我用力踩着踏板，我踩…我踩…我………“啪”。 老婆一巴掌拍过来。“你TM的又做梦了是不…看你都把被子蹬成什么样了”…
真相毫无意义,看到,真相,我已经看到了真相，这没有任何意义，也是如此。
无知与冷漠成全球最大问题,不知,问题,无知或冷漠是当今世界最大的问题吗？我不知道，我也不在乎。
易水寒变催债歌,要还,钱,"风萧萧兮易水寒,欠了钱兮你要还！"
办公室员工咖啡配烟解困,弹,烟,下午坐办公室实在太困，冲了杯咖啡。太热，先抽根烟等等喝，点上烟，抽了两口。双眼看着屏幕，左手夹着烟对着咖啡杯弹，弹。
婚姻机构引发网友热议,进入,机构,婚姻是一个很好的机构。但我认为我还没准备好进入一个机构。
学生答辩后称提升Word使用能力,提高,word,今天进行的毕业答辩，完事之后， 一老师问学生：“你最大的收获是什么？” 学生回答：“极大地提高了word的使用能力。”
聪明人从错误中学习,吸取,错误,一个聪明人从他的错误中吸取教训。一个更聪明的人从别人的错误中学习。
情侣誓言翻车：拒绝白头偕老,拒绝,黑发,别跟姐说白头偕老，姐要永远黑发飘飘。
退队仪式上班长误说‘退位’引发哄笑,说,退位,一少先队的退队仪式，班长被选作司仪。末云：仪式结束，请各位校领导下台。 众轰然。 老师私怪之，对曰：太紧张了，我本来是要说退位的。
妈妈填字游戏打错成‘狗洞’,打字,果冻,老妈喜欢玩填字游戏 那道题是：果冻，老妈打字打完了是：“狗洞。” 填完了还骂输入法不好。妈，您语文咋学的？
上班族工资与工作量严重不匹配,干着,活,同事甲：真累啊！经理又给我加活了！ 同事乙：上班族就这样！拿着包月的工资，干着不计流量的活！
时间无法治愈肚脐不变之谜,治愈,肚脐,如果时间可以治愈所有伤口，为什么我们的肚脐保持不变？
医生选举引笑料：神外科成孝顺话题,开,外科,医生选举时，一人说：“我选神外科的原因是，越老福利越多，可以孝顺老人。” 一神外科著名大夫甲说：“这人智商有问题吧？！拖出去开一刀！”
警察误将鹿当嫌疑人喊缴枪,举起,枪,一警察与朋友一起去打猎，忽然，他看见了一只梅花鹿，于是，他悄悄地绕到它的身后，举起枪，大声喊道：不许动，举起手来，不然我就开枪了！
儿子分手真相曝光：前女友爱上别人,爱上,前女友,妈妈：你怎么和她分手了？ 儿子：她爱上了别人。 妈妈：谁？ 儿子：我的前女友。 妈妈：……
历史成绩差因时长短,读书,历史,祖父说：唉，我读书时，历史成绩总是100分，而你才99分。 孙子感到很委屈：爷爷，你读书的时候，历史要短得多啊。
升旗时学生专注国歌结束时刻,看看,国旗,从小到大，升旗时注意力不是在国旗上，而是看看国歌奏完时，国旗是不是正好停在杆顶……
情人节冲锋衣误当快递服,穿上了,冲锋衣,情人节老婆给买了一件颜色鲜艳的冲锋衣，结果第二天就屁颠屁颠的穿上了。 结果上班的时候路过门卫处，保安喊道：“那个送快递的，过来登记”。
红绿灯竟在红灯区停车,停下,红灯区,管红绿灯，一律不停！不过遇到红灯区，就停下来了。
说谎成事实：微积分中的荒诞逻辑,说谎,事实,微积分 - 如果你一遍又一遍地说谎就成了事实。
政治家比喻对手落水事件,拉上,河里,迪斯雷利就拿他的竞争对手作例解释说：打个比方，格拉德斯通先生掉到河里，那就是灾祸。如果有人把他拉上岸来，那就是一起不幸事故了。
儿子错认父亲怒吼成兄弟,叫,爸,爸爸很生气：“下次再考低了，就别叫我爸！” 第二天儿子回来了：“对不起，哥!”
网友炫耀古董收藏引争议,收集,古董,这些不是破烂！是我收集的古董！当然，如果你不喜欢的话，你可以扔掉。
餐厅服务员宣布算账时间到,算,账,“算账的时候到了”，服务员说。
硬件故障致软件崩溃，工程师归责程序员,责怪,程序员,硬件故障将导致系统软件崩溃，客户工程师将责怪程序员。
医院B超医生被曝看电视忽视患者,不理,电视,一位大爷到医院做B超检查，出来后不满地说：“那大夫一见我躺下，就不搭理我，只顾自己在旁边看电视。”
学生读错词遭同桌爆K,读成,美女子,某日，一同学写出“美好的境界”。 在读时，把“好”看成“女子”读成“美女子的境界”立刻遭到同桌爆K。
买蛋意外打破，网友称缘份尽失,打破,鸡蛋,买了一只鸡蛋，却无意中打破了，我知道我和这只蛋是有缘无份了。
女子公交怒吼‘你挤个jb’震慑色狼,挤,jb,公交车上，一漂亮mm遭色狼骚扰，忍无可忍，回头大吼一声：“你挤个jb！”全车鸦雀无声，色狼也愣了，沉默两秒钟，怯怯地说：“一个”
吸血鬼穿越雪人引发冻疮事件,穿过,雪人,当你和一个吸血鬼穿过一个雪人时你会得到什么？冻疮。
高考后女生集体想拍电影,演,女孩,高考结束后，我有时候森森的觉得，我们都应该去演一部电影，名字叫《那些年，我们这群没人追的女孩》。
躲难省心却添皱纹,躲,皱纹,见到困难躲着走，省心多面嫩，操心多皱纹。
学生答错信鸽与马速度对比题,奔跑,马,老师问：你们说信鸽和马哪个快？ 小莫里茨回答：如果是奔跑的话，马快。
游客误问草房是否为厕，和尚反讽其余皆厕,请问,草房,游客：大师，请问那边的草房子是厕所吗？ 和尚：除了那间草房子，其余的地方都是厕所。
孩子模仿妈妈逼爸爸做事,拿,苹果,5岁的乐乐叫爸爸做事，爸爸大多不理睬。但细心的乐乐发现：爸爸在家里对妈妈唯命是从。 一次，他向爸爸大喊：“给我拿一个苹果！我是妈妈！”
顺着时区飞行可长生不老,顺着,时区,只要一直顺着时区飞行就可以长生不老。
股市反弹引网友吐槽报复性行为,表达,不满,股市暴跌后还有报复性反弹呢，我偶尔做下出格的事，用以表达自己的不满，无可厚非吧？
干冰洗澡引热议,融化,干冰,我曾在一家健康食品店工作过。一个人进来问我：“如果我融化干冰，我可以洗澡而不会弄湿吗？”
清醒时的问题,喝醉,清醒,有些人的问题是，当他们没有喝醉时，他们会清醒。
梦想需设定目标才能成真,设定,目标,梦想只是一个梦想。目标是有计划和截止日期的梦想。
中美网民在线行为差异引热议,逃避,生活,看中美网民网上活动对照表，我的理解是，人家是在网上生活，我们是在网上逃避生活。
护花使者误称刘家窑为窑姐,称呼,窑姐,“你谁啊？” “我乃护花使者。嘿嘿，家住那里呀，美女？” “刘家窑。” “哎哟，原来还是一窑姐呀！”
乌龟称100岁却被拒领证,领取,年龄,鲤鱼和乌龟去领结婚证。办事员问乌龟年龄，乌龟：100。办事员遗憾地说：对不起，按照你们家族规定，你还未成年，不准结婚。
账单粘连成新仪式,绑定,账单,为什么要把账单粘在一起？这是一个邮件绑定仪式。
谁可以打人？答案令人震惊,打,男人,老人不能打，小孩不能打，女人不能打，男人往死里打。
丈夫吐槽妻子青菜蜡黄，妻子反讽其回家晚,烧,青菜,丈夫斥责道：“你烧的这哪里是青菜？蜡黄蜡黄的。” 妻子立刻回答：“你每天回家这么晚，当然不会知道它们在我的锅铲上也曾经‘青春’过。”
男人便秘吼声成网红铃声,吼声,铃声,一哥们的手机铃声是婴儿哭的声音。 某天，这哥们上厕所便秘，许久出不来。 痛不欲生的他一声大吼，手机铃声响起…… 然后这哥们就出名了！
路易斯安那州禁止公开漱口,禁止,漱口,奇怪但真实：在路易斯安那州公开漱口是违法的。
顾客要求修改价目表,修改,价目表,客：对不起！请你把价目表修改一下罢！
为爱打开坟墓？网友调侃恋爱奇葩行为,打开,坟墓,你是否需要打开坟墓才能找到一个爱上的女孩？
网友自嘲乱丢脸面遭冷遇,乱丢,面子,自己把脸到处乱丢，就别指望别人给你面子。
宠物禁带枪支引发热议,不要,枪支,宠物不危险; 只是不要让他们携带枪支。
情侣对话曝光：幽默感胜过外貌,喜欢,幽默感,女：你喜欢我天使的脸孔，还是魔鬼的身材？ 男：我……我喜欢你的幽默感.
学生用剪裁解数学题被罚离场,剪,一半,数学课上，老师问学生：“8减去一半等于几？” 一学生站起来答道：“竖着剪等于3，横着剪等于0。” 老师：“你给我出去！”
错误推动进步的悖论,取得,错误,如果每个错误都是新错误，你就会取得进步。
学生翻墙吃饭被训后父亲提出新规定,说,钱,上高中弟弟翻墙出去吃饭被捉，叫家长… 老爸配合老师训了他一上午， 中午老爸在学校饭堂吃饭，扒拉了二口， 筷子一扔说道，以后出去吃，钱不够就说。
课堂上学生反问：宽恕前应先犯罪,应该,犯罪,宗教课上，女教师问小学生：孩子们，现在谁能告诉我，在我们预计会得到宽恕之前，我们应该干什么？ 一个学生站起来说：我们首先应该犯罪。
客户称名字用笔写,写,名字,一客户打电话申请支付卡，同事在核对客户姓名时问：“请问您名字怎么写的？” 客户毫不犹豫地回答：“用笔写的！”
斗地主炸牌后发现顺子缺牌,发现,顺子,感觉最艹蛋的事儿，莫过于，斗地主时，炸完之后发现顺子少了一张牌。
99%人口事故由驾驶引起,引起,驾驶,小心驾驶 -  99％的人口是由事故引起的！
穷人是需要很多的人,需要,很多人,一个穷人不是那个很少的人，而是需要很多的人。
医生误诊盲肠手术引笑谈,切除,盲肠,医生：“我记得二年前给你太太做过盲肠切除手术，没有见过一个人身上长两条盲肠的啊。” 这个人道：“难道你就没听说过一个男人可能有两个妻子吗？”
病人质疑医生字迹是否专业,问,药方,一个病人到医院看病。当医生看完病，开出药方时，病人拿在手里看了看，问：您是大夫吗？ 您有什么疑问吗？ 您写的字我怎么都看得懂？
世界归属代际更迭引发热议,是,孙子,世界是我们的，也是那些孩子们的，但迟早是那帮孙子们的！
指责前先自省,责备,错误,一个人可能会犯很多错误，但在他开始责备他人之前不会失败。
文盲误将药方当成育儿指导,喊来,孩子,有一个文盲到医院去看病，医生开了两种药，说：大的一颗，小的两颗。 文盲回家后，把大孩子喊过来给了一颗，把小孩子喊过来给了两颗。
学生用扇子肥鸭解释语文成绩,解释,扇子,妈妈问放学回家的小雯：语文作业老师给你的成绩好不好？ 一把扇子和一只肥鸭。 妈妈说：我听不懂？ 小雯说：扇子就是甲，肥鸭是乙嘛？
酋长认孩迷糊：前三排都是,看,小孩,一个阿拉伯酋长去医院看他刚出生的小孩。 在婴儿保育室的窗外，一个护士问他：“这里面哪个是您的小孩？” “前三排都是。”
店铺名字笑翻：养伙店竟是国货专营,养,伙店,﻿乙：我开‘洋货店的。 甲：为何不卖国货？ 乙：我卖的并非外国货，全是国货，只因生意不好，不能赚钱，倒养几个伙计，所以叫‘养伙店’。
孩子误食墨水医生建议吃吸水纸,吃,吸水纸,里卡：医生，你赶快告诉我，我不小心吃了墨水，该怎么办？ 医生：没有问题，孩子。赶快再吃几张吸水纸吧！
圣诞送冰冻五元钞,冻结,冷钱,圣诞节我得到了冷钱。在一块冰冻结的五块钱。
学生误将鼻子两侧称作雀斑,看,雀斑,英文女教师： eye，是什么东西？ 学生：不晓得！ 英文女教师：看我鼻子的两边是什么？ 学生：是雀斑！
一起出门却买错苹果,去买,苹果,世界上最遥远的距离就是，我们一起出门，你去买苹果4代，而我买4袋苹果。
女儿唱歌母亲惊呼哭声过大,唱,哭,二妮一个人在家，正好可以玩唱吧， 正唱得尽兴呢，有人敲门，猫眼一看是二妮妈， 开门二妮妈上来就一句：“咋的了？哭这大声……”
老板用摸蛋检验新鲜度,摸,蛋,客人问杂货店的老板：“蛋是新鲜的吧？” 老板转身对店员说：“汤姆，去摸摸蛋，看看是不是已经降到了可以卖出去的温度。”
父子对话揭人生追求新标准,打,金钱,以前父亲问我人生有什么追求？ 我回答金钱和美女，父亲凶狠地打了我的脸。 我改囗说：事业与爱情，父亲赞赏地摸了我的头。
公鹿加速变高速公路,走着,高速,一只公鹿，它走着走着，越走越快，最后它变成了高速公路。
沉默是最高级的报复,报复,若无其事,若无其事，原来是最狠的报复。
最难的秘密是自我认知,保留,看法,一个人要保留的最难的秘密之一就是他对自己的看法。
声誉源于长期角色积累,建立,角色,声誉是片刻的：角色是在一生中建立起来的。
姐姐只说神话，不讲人话,说,神话,姐从来不说人话，姐一直说的是神话。
爱情笑死人也伤自己,笑死,自己,爱情就像笑话，笑死了别人，笑疼了自己。
老人提问爱情持久性，男友反问为何等待,爱,等,女：“当我老的时候，你还会爱我吗？” 男：“为什么要等那么久呢？”
周六播种野燕麦，周日祈祷歉收,播种,歉收,星期六晚上播种你的野燕麦......然后在周日为作物歉收祈祷。
兄弟情深，姐妹难寻,求,兄,百思不得其姐，但求无愧于兄。
人们想咨询上帝却不愿侍奉,侍奉,上帝,大多数人都想侍奉上帝 - 但只是以咨询的身份。
擦嘴时仍留胡说八道,擦,胡说,擦你的嘴。嘴唇周围仍然有一点点胡说八道。
生活如高尔夫坚持球道无需裁决,坚持,球道,生活就像高尔夫：如果你坚持球道，你永远不需要要求裁决。
丈夫质疑裤子熨后钱消失,熨,裤子,早晨，丈夫对妻子说：“亲爱的，你给我的裤子熨了吗？” “熨了。” “不对吧，昨天我裤兜有三百元，怎么现在还在？！”
8岁男孩发誓不再为女人流泪反遭母亲毒打,嘶吼,眼泪,我曾经泪流满面地嘶吼着自己将再也不会为一个女人流泪，结果换来母亲的一顿毒打——那年我8岁。
全球男人婚后才认识妻子引热议,认识,妻子,子：我听说非洲有些国家的男人如今还要到结婚以后才认识他太太，是真的吗？ 父：不单是非洲，是全世界。
网友质疑乳房是否为纸板制作,看起来,乳房,你的乳房看起来像是用纸板做的。他们是真的吗？
顾客问衬衫缩水，父亲反问合身吗,问,衬衫,儿子：爸爸，有个顾客问我们卖的衬衫缩不缩水？ 父亲：他挑的那件衬衫合身吗？ 儿子：不，大了点。 父亲：那你告诉他，衬衫缩水。
男子四句话说尽心情烦恼,说,话,今天心情不好，我只有四句话想说，包括这句和前面的两句，我的话说完了。
邮局圣诞前故意丢失包裹,邮寄,包裹,尽早邮寄您的包裹，以便邮局在圣诞节前及时丢失。
办公软件性别大揭秘,唠叨,Excel,Word是个女的，整天唠叨个不停，跟唐僧似的； Excel是个男的，横平竖直，理性而严谨； PPT是个老总秘书，打扮得花里胡哨，整天游走于各个会议室房间。
天气预报词玩梗引祖孙笑谈,下雨,局部,一天，想想和她的奶奶在一起看电视，新闻联播过后，天气预报开始了。 主持人报道：.......局部有雨.....这时想想的奶奶很纳闷地对想想说：怎么搞的，局部这地方天天下雨！
放学跳房子致7死12伤,招呼,跳房子,放学后我招呼小伙伴集体玩跳房子结果7死12伤。
夫妻逛街被宠物禁令搞笑,指着,餐厅,一天跟我老婆去逛街，她指着一家餐厅门口“请不要带宠物入内”的牌对我说：“我进去，你在门口等着。”
人模仿上帝创造自己,创造,人,上帝按照他的形象创造了人。作为一个绅士，人对上帝做了同样的事。
猜谜游戏中的心脏病发作引热议,发作,猜谜,我认为心脏病发作的最糟糕时间是在一场猜谜游戏中......或是一场虚假的心脏病发作。
画家粉刷前先画画引热议,粉刷,墙壁,画家的一位朋友来看他。 画家说：我打算把这房间的墙壁粉刷一下，然后在墙上画些画。 朋友劝画家：你最好先在墙上画画，然后再粉刷墙壁！
饮料饮用量引发健康讨论,喝,杯,一杯饮料恰到好处，两杯太多，三杯太少。
常识源于青春偏见,收集,偏见,常识是收集18岁时获得的偏见。
玉帝杀昴日星官震慑孙悟空,杀死,昴日星官,为了震慑孙悟空，玉帝当众杀死昴日星官。
学生反讽老师朗读水平,朗读,老师,老师：我的孩子。你的朗读没有一点进步，这是怎么回事呢？我在你这个年龄。已经朗读得十分流利了。 学生：毫无疑问。这是因为您的老师比我的老师好。
敌人冒犯后给其孩子鼓掌,给,鼓,如果你的敌人冒犯了你，给他的孩子一个鼓。
顾客买肉竟称斤两暗藏玄机,割,肉,顾客：“我买9两肉。” 小贩：“9两肉不好算账，您干脆割一斤吧。” 顾客：“其实一样的，我每次要一斤，你也只给我9两。”
吐司果冻面朝下概率与地毯价值挂钩,成正比,果冻,这片吐司将果冻面朝下的可能性与地毯的价值成正比。
手机玩游戏总炸弹？同学误以为白屏,遇到,炸弹,某同学刚刚接触切水果游戏。 一日，用同学手机玩，不料他总遇到炸弹，但自己并不知道怎么回事。却对同学说：你这手机咋回事，怎么总白屏呢？
丈夫炫耀育儿智商，妻子反讽自己智力在线,给,智力,丈夫：你信不信？咱们儿子的智力肯定是我给的。 妻子：当然，不是你，还会是谁给的呢？我的智力还在呢！
法院教外国人‘死’字写法引热议,教,死,法院：我来教教你一个外国人，“死”这个字有几种写法，记好了。
老板误认黄鸟为老实鸟，客人上当,飞,小鸡,老板指笼里漂亮黄鸟说：这鸟老实，不乱飞。 客人高价买回，打开笼门：飞吧，到家了。 黄鸟笑：上当啦！我是……小鸡耶！
丈夫称妻子减肥靠中国筷子,喝,筷子,哈利：你的妻子最近瘦了不少，她有什么减肥良方？ 杰克：这应该归功于绝妙的中国餐具！整整一个月，她都只用中国筷子喝鸡汤！
手稿原创性悖论曝光,不是,原创,你的手稿既好又原创; 但好的部分不是原创的，原始的部分不好。
公司无耻超乎想象,超出,想象,公司的无耻程度总是超出员工的想象。
寝室玩笑引出奇葩误解,搁,洗衣粉,寝室里有人说：“我搁的洗衣粉儿太多了。” 一个哥们问：“你哥的媳妇儿太多了?有几个？送我两个玩玩！”
网友怒斥朋友勿在面前说英文,不要,英文,请你以后不要在我面前说英文了，OK？
军训口令被误听成荒诞指令,杀鸡,稀饭,军训第一天，班长下令：一班射击，二班扛弹，我来做示范。队伍听后一阵暴笑，原来，班长的四川话口令被同学们听成了：一班杀鸡，二班掏蛋，我来做稀饭……
小孩吐槽电梯胖叔叔可见度,看见,胖叔,昨天晚上在电梯上一个七八岁的女孩问我几点了！ 我用幽幽的声音说道：你能看见我？ 女孩满脸呆萌的说道：叔叔你那么胖谁看不见啊！ 我：……
考试只挂两科：文科理科,挂,科目,这次考试考得很不错啊，只挂了两科，文科和理科。
生命延长的真正用途引人深思,延长,生命,尽你所能延长你的生命，希望总有一天你会了解它的用途。
妻子讲故事无意冒犯公公引发家庭风波,得罪,公公,妻：我肯定得罪你爸了。 夫：你能怎么得罪他？ 妻：那天给儿子讲故事，我说公公就是公公， 是太监的意思，让你爸听到了。。
英雄难关美人关,难过,美人,英雄难过美人关，我不是英雄，美人让我过了关。
丈夫叮嘱妻子谈公事别插嘴，妻子反称垂帘听政,插嘴,垂帘,丈夫：以后来了客人，凡谈公事你少插嘴，注意一下影响。 妻子一翻白眼：你懂个啥，这叫垂帘听政。
生活可被起诉,告上,法庭,假如生活欺骗了你，你可以把生活告上法庭。
网友调侃自杀需多树尝试,吊死,树木,不要在一棵树上吊死，在附近几棵树上多试试死几次。
切显示器可能引发设备损坏,切,显示器,---如果你在这里切，你可能会破坏你的显示器---
妻子生气时把气撒在丈夫脸上,撒,脸,我妻子一生气就乱摔乱砸，把气往东西上撒。 我妻子可爱惜东西，气就往我脸上撒。
黄金失而复得，神秘时间法则浮现,找到,黄金,可能会找到丢失的黄金，永远不会丢失一段时间。
享受小事成大事的惊人真相,享受,小事,享受小事情，有一天你可以回顾并发现它们是大事。
情妇破解一夫一妻制引发热议,需要,情妇,一位朋友告诉我，她需要一个情妇才能打破一夫一妻制。
机器油井作业异常安静,安静,油井,人与机器之间的一个区别是机器在油井时很安静。
领导权威现场演示,掖起,家伙,领导掖起来了，你也赶紧收家伙，马上给领导让路，使领导觉得自己很有权威。
李白误入烤鸭店引发网络热议,来到,烤鸭,日照香炉生紫烟，李白来到烤鸭店。口水直流三千尺，摸摸口袋没有钱。
救火员自曝曾打退三名同事抢救美女,打退,救火员,一个年轻美貌的女子问一个救火员：你为了救我出险，一定费了不少力气吧？ 救火员说：可不是吗？我曾打退了三个救火员，他们都抢着救你呢。
头脑打开更有效,打开,降落伞,头脑就像一个降落伞，它在打开时效果更好。
回忆消失引发热议,记得,回忆,根据我最好的回忆，我不记得了。
老板越聪明员工越失业,找到,工作,如果你认为你的老板是傻瓜，请记住; 如果他更聪明，你就找不到工作。
众人愚蠢被指认,说,愚蠢,这并不是说你和我是如此聪明，而是其他人都是如此愚蠢。
失物招领处收走人们不想拥有的东西,归还,东西,失物招领处是让人们归还他们发现但不想要的东西。
只做第一个我，拒绝第二个谁,做,谁,只做第一个我，不做第二个谁。
员工管理竟负责打扫墓园,负责,墓园,甲：我刚应征到一分新工作，我下面有三十几个人。 乙：恭喜你！那你是应征经理了？ 甲：不，我负责管理及打扫墓园。
顾客点麻酱圣代引翻笑,点,圣代,服务员：“欢迎光临。”顾客：“我要一个圣代。”服务员：“什么口味的？” 顾客：“麻酱的。”
宝妈教育婴儿被吐槽缺乏文化,教育,文化,偶尔听见老婆教育8个月大的儿子：还好意思哭，一点文化都没有，生活又不能自理，真不知道你妈怎么受得了。
员工迟到被揭穿是星期四,迟到,星期,老板对迟到的舒尔茨说：这个星期你是第四次迟到了！你可以从中得出什么结论？ 舒尔茨说：今天是星期四。
被告幽默回应假钞案,印制,假钞,法官：你为什么要印制假钞？ 被告：这还用问吗！我本来就不会印制真钱啊！
小男人投下巨大阴影引热议,投下,阴影,当一个小男人投下一个大阴影时，日落就在附近。
乔迁之日小孩弄脏地板引尴尬对话,拖地,哥哥,今天乔迁，来了一群小孩，弄脏地板，我就拿拖把来拖地。 然后一个小女孩就对我说：“哥哥，你这么贤惠，一定有很多男人喜欢你…… ”
孩子人傻不能复生引热议,傻,复生,孩子，人傻不能复生。
奶奶脾气能下到哪儿,下,脾气,淘气的女儿总惹奶奶生气，奶奶实在忍不住了就说：你在不听话，奶奶的脾气一会儿就下来了！ 女儿把奶奶看了半天，奇怪的问：奶奶：你的脾气能下到哪儿去？
学生捡物踩脚引怒,踩,脚,同桌的东西掉地上了，弯下去捡，偶用脚踩之，不料踩中其手，其大怒：敢踩我脚？！
中学季节梗引热议,是,侏罗纪,同学甲：某中学是花季，某某中学是雨季。 同学乙：那偶们中学哩？ 同学甲：……是侏罗纪……
父亲用反讽化解儿子抗议,解决,问题,儿子：别打我，你不是说暴力不能解决问题吗？ 父亲：不错，但解决你不是问题。
情侣变夫妻 电影票引笑谈,带,姑娘,电影院的售票员对一位观众说：您平常都是带一个姑娘来看电影的，今天为什么只要一张票？你的女朋友呢？ 您不知道，我们俩结婚了。
成功与失败的定义正在改变,衡量,失败,以前成功就是成功，不用钱来衡量；现在失败不是失败，是运气不好。
猫的智慧与生命局限,摆脱,生命,聪明的猫似乎总是摆脱困境，但他们只有一个生命，就像我们一样。
男性喜欢骆驼者九成转女性,转回,女性,最近的一项调查显示，喜欢骆驼的十分之九的男性已经转回女性。
网友吐槽不丑不温柔的生活态度,准备,温柔,我不丑，但我也不准备温柔。
女性20岁后回溯青春岁月,想到,少女,谁能想到这位38岁的女性20年前竟然是一位18岁少女。
暴雨后竟病倒，彩虹未现,经历,风雨,人生痛苦莫过于经历了超级风雨后，不但没看到彩虹，结果还大病一场。
书店员拒笑脸引顾客调侃,买,笑,书店营业员板着脸：你别看了，这儿是卖书的，又不是图书馆！ 顾客：看你这是什么态度，没一点笑脸。 营业员：你是来买书的，还是来买笑的？
科学是马不是牛，别崇拜要喂养,喂,马,科学不是一头神圣的牛。科学是一匹马。不要崇拜它。喂它。
医生用慢动作拔牙引发患者调侃,拔,钱,病人对牙科医生说：“你真会赚钱，只用3分钟说赚了3美元。” 医生回答说：“如果你愿意的话，我可以用慢动作给你拔。”
